,neutral,z1,z2,z3,z4,z5
0,37.6,37.6,37.6,37.6,37.6,37.6
1,37.7,37.6,37.6,37.6,37.6,37.6
2,37.7,37.8,37.7,37.7,37.7,37.9
3,37.7,38.7,38.6,38.6,38.6,39.0
4,37.6,40.3,40.2,40.2,40.2,40.7
5,37.6,41.7,41.6,41.6,41.7,42.1
6,37.6,43.0,42.9,42.9,43.0,43.4
7,37.5,44.4,44.2,44.3,44.4,44.9
8,37.5,45.8,45.6,45.7,45.7,46.3
9,37.4,46.6,46.4,46.5,46.5,47.0
10,37.4,46.6,46.5,46.5,46.5,46.9
11,37.4,46.5,46.4,46.4,46.4,46.8
12,37.4,46.5,46.4,46.5,46.5,46.9
13,37.4,46.6,46.5,46.5,46.6,46.9
14,37.4,46.5,46.5,46.5,46.5,46.8
15,37.4,46.6,46.5,46.5,46.6,46.9
16,37.4,46.6,46.5,46.5,46.6,46.9
17,37.4,46.6,46.5,46.5,46.6,46.9
18,37.4,46.6,46.5,46.5,46.6,46.9
19,37.4,46.6,46.5,46.6,46.6,46.9
20,37.5,46.6,46.6,46.6,46.6,46.9
21,37.5,46.6,46.6,46.6,46.6,46.9
22,37.5,46.6,46.6,46.6,46.7,46.9
23,37.5,46.6,46.6,46.6,46.7,46.9
24,37.5,46.7,46.6,46.6,46.7,46.9
25,37.5,46.7,46.6,46.6,46.7,46.9
26,37.5,46.7,46.6,46.6,46.7,46.9
27,37.5,46.7,46.6,46.6,46.7,46.9
28,37.5,46.7,46.6,46.6,46.7,46.9
29,37.6,46.7,46.6,46.6,46.7,46.9
30,37.6,46.7,46.6,46.6,46.7,46.9
31,37.6,46.7,46.6,46.6,46.7,46.9
32,37.6,46.7,46.6,46.6,46.7,46.9
33,37.6,46.7,46.6,46.6,46.7,46.9
34,37.6,46.7,46.6,46.6,46.7,46.9
35,37.6,46.7,46.6,46.6,46.7,46.9
36,37.6,46.7,46.6,46.7,46.7,46.9
37,37.6,46.7,46.6,46.7,46.7,46.9
38,37.6,46.7,46.6,46.7,46.7,46.9
39,37.6,46.7,46.6,46.7,46.7,46.9
40,37.6,46.7,46.6,46.7,46.7,46.9
41,37.6,46.7,46.6,46.7,46.7,46.9
42,37.6,46.7,46.7,46.7,46.7,46.9
43,37.6,46.7,46.7,46.7,46.7,46.9
44,37.6,46.7,46.7,46.7,46.8,46.9
45,37.6,47.1,47.0,47.1,47.2,47.3
46,37.6,47.6,47.5,47.5,47.6,47.8
47,37.6,47.6,47.5,47.6,47.7,47.8
48,37.6,47.5,47.4,47.4,47.5,47.6
49,37.6,47.5,47.5,47.5,47.6,47.7
50,37.6,47.6,47.5,47.5,47.6,47.7
51,37.6,47.5,47.5,47.5,47.6,47.6
52,37.6,47.5,47.5,47.5,47.6,47.6
53,37.6,47.5,47.5,47.5,47.6,47.7
54,37.6,47.5,47.4,47.4,47.5,47.6
55,37.6,47.1,47.1,47.1,47.1,47.2
56,37.6,46.7,46.6,46.6,46.7,46.7
57,37.6,46.7,46.6,46.7,46.7,46.8
58,37.6,46.8,46.8,46.8,46.8,46.9
59,37.7,46.7,46.7,46.7,46.8,46.8
60,37.7,46.7,46.7,46.7,46.8,46.8
61,37.7,46.8,46.7,46.7,46.8,46.9
62,37.7,46.8,46.7,46.7,46.8,46.8
63,37.7,46.8,46.7,46.7,46.8,46.8
64,37.7,46.8,46.7,46.7,46.8,46.9
65,37.7,46.8,46.7,46.7,46.8,46.9
66,37.7,46.8,46.7,46.7,46.8,46.8
67,37.7,46.8,46.7,46.7,46.8,46.8
68,37.7,46.8,46.7,46.7,46.8,46.9
69,37.7,46.8,46.7,46.7,46.8,46.8
70,37.7,46.8,46.7,46.7,46.8,46.8
71,37.7,46.8,46.7,46.7,46.8,46.9
72,37.7,46.8,46.7,46.7,46.8,46.9
73,37.7,46.8,46.7,46.7,46.8,46.9
74,37.7,46.8,46.7,46.7,46.8,46.8
75,37.7,46.8,46.7,46.7,46.8,46.8
76,37.7,46.8,46.7,46.7,46.8,46.8
77,37.7,46.8,46.7,46.7,46.8,46.8
78,37.7,46.8,46.7,46.7,46.8,46.8
79,37.7,46.8,46.7,46.7,46.8,46.8
80,37.7,46.8,46.7,46.7,46.8,46.8
81,37.7,46.8,46.7,46.7,46.8,46.8
82,37.7,46.8,46.7,46.7,46.8,46.8
83,37.7,46.8,46.7,46.7,46.8,46.8
84,37.7,46.8,46.7,46.7,46.8,46.8
85,37.7,46.8,46.7,46.7,46.8,46.8
86,37.7,46.8,46.7,46.7,46.8,46.8
87,37.7,46.8,46.7,46.7,46.8,46.8
88,37.7,46.8,46.7,46.7,46.8,46.8
89,37.7,46.8,46.7,46.7,46.9,46.8
90,37.7,46.8,46.8,46.8,46.9,46.8
91,37.7,47.0,46.9,46.9,46.9,46.8
92,37.7,47.0,46.9,46.9,46.9,46.8
93,37.7,46.9,46.9,46.9,46.9,46.8
94,37.7,46.9,46.9,46.9,46.9,46.8
95,37.7,46.9,46.9,46.9,46.9,46.8
96,37.7,46.9,46.9,46.9,46.9,46.8
97,37.7,46.9,46.9,46.9,46.9,46.8
98,37.7,46.8,46.8,46.8,46.8,46.7
99,37.7,46.1,46.2,46.1,46.1,46.1
100,37.8,44.8,44.9,44.8,44.8,44.8
101,37.8,43.3,43.5,43.3,43.3,43.4
102,37.8,42.1,42.2,42.1,42.1,42.1
103,37.9,40.8,40.8,40.8,40.8,40.8
104,37.9,39.3,39.3,39.3,39.3,39.3
